Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,10,6,0.0,7.28,8.074,1.794e-15,243.7,0.4883,0.8196,220900.0,321.4,438000.0,1273.0,5.944,-0.06413,0.5192,5.029,-2.019e-15,-805.1,1.511
0.099,10,6,0.0,7.276,9.377,263.2,239.7,0.4263,0.8393,167700.0,162300.0,885600.0,-7955.0,5.118,-0.009335,0.5209,5.813,-88.9,1161.0,19.28
0.198,10,6,0.0,7.255,10.2,480.1,236.7,0.391,0.8489,142600.0,444400.0,1456000.0,-4416.0,4.692,0.06284,0.51,6.25,-113.5,1913.0,-516.8
0.297,10,6,0.0,7.262,10.44,403.3,236.6,0.3918,0.8405,134800.0,690000.0,2401000.0,-12400.0,4.585,0.1323,0.5054,6.501,-47.1,-80.79,-725.9
0.396,10,6,0.0,7.287,10.2,393.1,237.8,0.4105,0.8624,145900.0,1074000.0,3141000.0,-9069.0,4.708,0.1849,0.4981,6.438,-32.3,480.1,71.21
0.495,10,6,0.0,7.285,9.709,385.2,240.0,0.4352,0.8695,162800.0,1500000.0,3668000.0,-11870.0,4.953,0.2182,0.4791,6.067,66.66,3993.0,-148.2
0.594,10,6,0.0,7.286,9.109,257.4,242.1,0.4513,0.8587,182400.0,1828000.0,3796000.0,-12020.0,5.275,0.2223,0.4569,5.501,182.1,5780.0,-759.2
0.693,10,6,0.0,7.297,8.666,323.2,242.5,0.4677,0.8419,197900.0,2139000.0,3911000.0,-18180.0,5.551,0.2135,0.4325,4.966,133.3,7551.0,183.1
0.792,10,6,0.0,7.316,8.402,521.5,243.7,0.4885,0.8342,210400.0,2346000.0,3993000.0,-17190.0,5.749,0.209,0.4087,4.565,85.23,12420.0,449.5
0.891,10,6,0.0,7.334,8.295,561.1,248.7,0.5053,0.8389,218100.0,2451000.0,3959000.0,-15540.0,5.836,0.2139,0.3847,4.313,100.8,17260.0,-544.0
0.99,10,6,0.0,7.361,8.272,491.9,256.8,0.5126,0.84,220500.0,2452000.0,3771000.0,-15500.0,5.865,0.2444,0.3659,4.291,113.3,20070.0,176.1
1.089,10,6,0.0,7.373,8.323,367.9,265.6,0.5091,0.8413,219200.0,2447000.0,3635000.0,-15420.0,5.843,0.299,0.3537,4.532,49.41,24390.0,1559.0
1.188,10,6,0.0,7.378,8.424,307.3,272.5,0.5006,0.8397,214400.0,2608000.0,3569000.0,-15860.0,5.784,0.3657,0.3304,4.87,84.19,29770.0,1073.0
1.287,10,6,0.0,7.389,8.542,405.6,277.5,0.4923,0.8448,209900.0,2863000.0,3555000.0,-16780.0,5.706,0.4388,0.2853,5.241,85.65,32640.0,636.5
1.386,10,6,0.0,7.396,8.607,525.4,283.2,0.4862,0.8442,206800.0,3135000.0,3557000.0,-23530.0,5.666,0.5044,0.2196,5.546,64.35,34440.0,1562.0
1.485,10,6,0.0,7.409,8.619,510.2,290.7,0.485,0.8439,207400.0,3422000.0,3599000.0,-24840.0,5.674,0.5368,0.1565,5.628,122.9,37570.0,1661.0
1.584,10,6,0.0,7.431,8.601,488.8,299.1,0.4833,0.8411,208600.0,3585000.0,3651000.0,-26080.0,5.701,0.5335,0.1124,5.463,156.4,39390.0,1098.0
1.683,10,6,0.0,7.439,8.542,463.8,307.7,0.4806,0.8384,210900.0,3602000.0,3729000.0,-25900.0,5.741,0.5157,0.07995,5.194,179.4,38610.0,1669.0
1.782,10,6,0.0,7.436,8.47,374.4,315.2,0.4789,0.834,213400.0,3551000.0,3806000.0,-25950.0,5.791,0.5091,0.04537,5.044,184.1,38130.0,2253.0
1.881,10,6,0.0,7.451,8.409,423.1,320.5,0.482,0.8312,216900.0,3469000.0,3857000.0,-24190.0,5.846,0.5169,0.009369,5.053,189.4,37980.0,1799.0
1.98,10,6,0.0,7.467,8.328,609.4,326.1,0.4841,0.8285,221100.0,3429000.0,3862000.0,-22500.0,5.913,0.5388,-0.0262,5.212,186.0,35530.0,1439.0
2.079,10,6,0.0,7.477,8.232,631.7,334.8,0.4849,0.8226,225100.0,3393000.0,3846000.0,-23340.0,5.988,0.5742,-0.06031,5.508,151.8,32180.0,1592.0
2.178,10,6,0.0,7.497,8.164,518.9,344.8,0.4861,0.8175,228800.0,3392000.0,3812000.0,-23650.0,6.055,0.6025,-0.09065,5.745,116.6,30000.0,1707.0
2.277,10,6,0.0,7.516,8.118,506.4,354.0,0.4885,0.8156,232100.0,3479000.0,3768000.0,-23420.0,6.107,0.6089,-0.1234,5.81,90.42,27030.0,1582.0
2.376,10,6,0.0,7.52,8.067,526.7,362.6,0.4889,0.815,235100.0,3531000.0,3713000.0,-24240.0,6.148,0.5938,-0.1566,5.704,35.17,22620.0,1330.0
2.475,10,6,0.0,7.528,8.04,526.3,370.6,0.4886,0.8132,236500.0,3530000.0,3636000.0,-26230.0,6.173,0.557,-0.1906,5.447,-2.0,19120.0,1287.0
2.574,10,6,0.0,7.55,8.055,609.6,378.4,0.4897,0.8132,237100.0,3479000.0,3561000.0,-25020.0,6.18,0.508,-0.2281,5.148,-27.38,16480.0,1257.0
2.673,10,6,0.0,7.568,8.085,693.8,388.0,0.4906,0.8149,237000.0,3279000.0,3517000.0,-23070.0,6.173,0.4615,-0.2636,4.921,-33.78,12880.0,766.5
2.772,10,6,0.0,7.581,8.117,634.6,399.4,0.4903,0.8172,236400.0,2981000.0,3474000.0,-20600.0,6.157,0.4306,-0.295,4.846,-16.61,9447.0,444.9
2.871,10,6,0.0,7.594,8.168,539.6,410.2,0.4904,0.8203,235100.0,2690000.0,3411000.0,-17930.0,6.128,0.4181,-0.3229,4.928,-6.037,7749.0,777.9
2.97,10,6,0.0,7.603,8.235,546.3,418.9,0.4909,0.8246,233300.0,2451000.0,3358000.0,-16330.0,6.089,0.4144,-0.3443,5.056,3.458,6311.0,720.4
3.069,10,6,0.0,7.609,8.301,615.8,426.6,0.4903,0.8289,231300.0,2306000.0,3322000.0,-15970.0,6.046,0.4127,-0.3616,5.185,-13.17,4533.0,66.74
3.168,10,6,0.0,7.619,8.375,674.7,434.8,0.4897,0.8328,228600.0,2225000.0,3275000.0,-16780.0,5.998,0.4023,-0.3773,5.254,-61.67,4202.0,77.08
3.267,10,6,0.0,7.633,8.471,687.5,443.9,0.4904,0.8379,225800.0,2143000.0,3234000.0,-17310.0,5.942,0.368,-0.3928,5.176,-92.7,5106.0,488.4
3.366,10,6,0.0,7.644,8.566,656.1,453.5,0.4907,0.8432,223100.0,1999000.0,3228000.0,-16890.0,5.888,0.314,-0.4107,5.019,-104.0,5708.0,247.9
3.465,10,6,0.0,7.651,8.64,618.2,462.3,0.4893,0.8482,220800.0,1758000.0,3227000.0,-15390.0,5.84,0.2537,-0.4291,4.879,-98.15,6814.0,99.67
3.564,10,6,0.0,7.652,8.71,597.8,469.5,0.4874,0.8524,218300.0,1450000.0,3209000.0,-13620.0,5.792,0.1955,-0.4459,4.805,-68.21,9326.0,545.5
3.663,10,6,0.0,7.655,8.794,622.4,475.2,0.4864,0.8565,215600.0,1092000.0,3206000.0,-11710.0,5.743,0.1503,-0.4604,4.82,-23.98,11970.0,539.4
3.762,10,6,0.0,7.664,8.878,702.5,480.7,0.4849,0.8597,212800.0,723200.0,3211000.0,-9744.0,5.695,0.1216,-0.4709,4.881,25.17,14220.0,91.96
3.861,10,6,0.0,7.67,8.952,737.7,487.3,0.4821,0.8614,209900.0,404200.0,3185000.0,-7928.0,5.65,0.09625,-0.4792,4.944,52.74,17200.0,229.6
3.96,10,6,0.0,7.674,9.012,669.8,494.5,0.4806,0.8617,207500.0,125200.0,3139000.0,-7218.0,5.616,0.04664,-0.4838,4.947,84.4,20640.0,715.3
4.059,10,6,0.0,7.678,9.007,617.2,500.0,0.4814,0.8609,207900.0,-90520.0,3102000.0,-6105.0,5.625,-0.03035,-0.4824,4.911,111.9,23270.0,819.5
4.158,10,6,0.0,7.679,8.947,649.4,504.0,0.4816,0.8595,210400.0,-228800.0,3070000.0,-4283.0,5.663,-0.09479,-0.4798,4.936,108.9,25620.0,849.2
4.257,10,6,0.0,7.677,8.896,687.3,507.5,0.4805,0.8576,212100.0,-383700.0,3052000.0,-3887.0,5.693,-0.1483,-0.4774,5.018,118.2,28370.0,1158.0
4.356,10,6,0.0,7.683,8.871,710.9,511.1,0.4799,0.8553,213100.0,-599300.0,3083000.0,-3345.0,5.714,-0.2061,-0.4737,5.166,137.4,30510.0,1362.0
4.455,10,6,0.0,7.693,8.842,748.6,515.3,0.4793,0.8527,214500.0,-876100.0,3153000.0,-959.3,5.74,-0.2627,-0.4699,5.358,144.3,31680.0,1309.0
4.554,10,6,0.0,7.697,8.789,736.0,520.5,0.4783,0.8497,216400.0,-1233000.0,3218000.0,1965.0,5.776,-0.3093,-0.4626,5.503,159.6,32780.0,1362.0
4.653,10,6,0.0,7.699,8.728,667.8,525.2,0.478,0.8463,218600.0,-1608000.0,3271000.0,4377.0,5.818,-0.3407,-0.4487,5.532,173.4,33590.0,1632.0
4.752,10,6,0.0,7.703,8.661,662.5,528.3,0.4785,0.8427,221400.0,-1913000.0,3330000.0,6734.0,5.867,-0.3544,-0.4309,5.432,169.6,33300.0,1764.0
4.851,10,6,0.0,7.707,8.594,734.2,530.9,0.4782,0.8387,224100.0,-2120000.0,3381000.0,8645.0,5.917,-0.3601,-0.409,5.261,147.2,32420.0,1592.0
4.95,10,6,0.0,7.712,8.53,778.2,534.6,0.4785,0.8352,226700.0,-2246000.0,3416000.0,9307.0,5.963,-0.3685,-0.3841,5.101,108.1,31530.0,1529.0
5.049,10,6,0.0,7.722,8.483,770.7,539.4,0.48,0.8326,229000.0,-2332000.0,3449000.0,9440.0,6.003,-0.3883,-0.3566,5.019,83.04,29970.0,1759.0
5.148,10,6,0.0,7.732,8.446,752.7,544.6,0.4815,0.8309,231200.0,-2410000.0,3487000.0,10440.0,6.038,-0.4234,-0.3288,5.074,54.79,27670.0,1796.0
5.247,10,6,0.0,7.737,8.41,734.2,549.6,0.482,0.8297,233100.0,-2520000.0,3521000.0,11880.0,6.067,-0.4681,-0.302,5.246,29.74,25480.0,1593.0
5.346,10,6,0.0,7.741,8.385,726.0,553.9,0.4827,0.8293,234500.0,-2685000.0,3553000.0,13060.0,6.087,-0.5115,-0.2741,5.445,16.28,23330.0,1603.0
5.445,10,6,0.0,7.748,8.38,753.8,557.8,0.4838,0.8292,235200.0,-2871000.0,3588000.0,14820.0,6.097,-0.5437,-0.2437,5.582,-9.058,20740.0,1619.0
5.544,10,6,0.0,7.757,8.388,803.3,562.1,0.485,0.8298,235600.0,-3054000.0,3620000.0,17070.0,6.099,-0.5569,-0.2115,5.579,-39.22,18200.0,1291.0
5.643,10,6,0.0,7.766,8.403,819.1,567.7,0.4863,0.8314,235600.0,-3216000.0,3641000.0,18600.0,6.093,-0.551,-0.1761,5.423,-58.9,16170.0,1059.0
5.742,10,6,0.0,7.773,8.432,782.4,573.8,0.4879,0.8341,235100.0,-3304000.0,3653000.0,19400.0,6.077,-0.5326,-0.1382,5.173,-72.72,14200.0,1184.0
5.841,10,6,0.0,7.778,8.474,746.8,579.1,0.4895,0.8373,234200.0,-3298000.0,3657000.0,19550.0,6.053,-0.5129,-0.09797,4.93,-77.95,12260.0,1166.0
5.94,10,6,0.0,7.783,8.52,760.5,583.4,0.4899,0.8406,232800.0,-3213000.0,3655000.0,18900.0,6.024,-0.5022,-0.0561,4.795,-78.03,10960.0,872.5
6.039,10,6,0.0,7.786,8.568,796.9,587.4,0.4904,0.8443,231400.0,-3085000.0,3647000.0,17750.0,5.992,-0.5039,-0.01624,4.809,-72.37,10230.0,743.8
6.138,10,6,0.0,7.791,8.63,814.2,591.9,0.4912,0.8479,229400.0,-2974000.0,3638000.0,16680.0,5.953,-0.5156,0.02032,4.954,-58.59,9647.0,754.2
6.237,10,6,0.0,7.799,8.704,816.2,596.7,0.4917,0.8517,227000.0,-2911000.0,3635000.0,16560.0,5.909,-0.5306,0.05435,5.157,-55.62,9573.0,607.1
6.336,10,6,0.0,7.803,8.782,805.7,601.6,0.4913,0.8558,224300.0,-2895000.0,3636000.0,17070.0,5.86,-0.5366,0.08847,5.302,-51.68,10250.0,501.7
6.435,10,6,0.0,7.803,8.867,774.4,605.9,0.4899,0.8592,220900.0,-2900000.0,3631000.0,17510.0,5.803,-0.5227,0.1317,5.307,-44.74,11200.0,632.2
6.534,10,6,0.0,7.804,8.949,761.8,608.9,0.4882,0.8611,217400.0,-2865000.0,3622000.0,17490.0,5.752,-0.4791,0.1996,5.157,-36.73,12320.0,729.6
6.633,10,6,0.0,7.806,8.974,799.3,611.2,0.4871,0.8613,216400.0,-2751000.0,3618000.0,16960.0,5.737,-0.4092,0.2865,4.976,-15.95,13950.0,637.1
6.732,10,6,0.0,7.807,8.956,835.3,613.8,0.4866,0.8613,217300.0,-2561000.0,3618000.0,15560.0,5.749,-0.3459,0.3494,4.888,26.04,15880.0,590.5
6.831,10,6,0.0,7.809,8.954,824.7,617.0,0.4851,0.8612,217500.0,-2308000.0,3621000.0,13610.0,5.752,-0.3039,0.3839,4.865,84.37,17720.0,719.6
6.93,10,6,0.0,7.812,8.966,799.5,619.8,0.4828,0.8606,216900.0,-2030000.0,3636000.0,11610.0,5.747,-0.279,0.4076,4.912,136.8,19680.0,828.8
7.029,10,6,0.0,7.812,8.97,790.7,621.9,0.4802,0.8598,216600.0,-1759000.0,3664000.0,10030.0,5.745,-0.2657,0.4277,5.009,170.5,21860.0,833.5
7.128,10,6,0.0,7.809,8.959,791.2,623.4,0.478,0.8585,216600.0,-1518000.0,3698000.0,8839.0,5.75,-0.2563,0.4458,5.11,183.3,23800.0,921.9
7.227,10,6,0.0,7.809,8.939,805.5,624.3,0.4763,0.8562,217100.0,-1323000.0,3740000.0,7840.0,5.763,-0.2422,0.4637,5.187,168.8,25400.0,1114.0
7.326,10,6,0.0,7.812,8.904,835.4,625.4,0.4755,0.8535,218300.0,-1152000.0,3793000.0,7455.0,5.788,-0.2187,0.481,5.216,135.5,26930.0,1210.0
7.425,10,6,0.0,7.815,8.863,847.9,627.2,0.4745,0.8507,219600.0,-976700.0,3848000.0,7326.0,5.816,-0.1811,0.4976,5.202,106.8,28200.0,1257.0
7.524,10,6,0.0,7.817,8.819,825.2,629.3,0.4741,0.8482,221200.0,-769600.0,3895000.0,6490.0,5.846,-0.132,0.5138,5.186,78.77,28920.0,1449.0
7.623,10,6,0.0,7.818,8.775,802.7,630.9,0.4741,0.8459,223000.0,-497400.0,3939000.0,4772.0,5.877,-0.07846,0.5287,5.197,64.38,29300.0,1635.0
7.722,10,6,0.0,7.819,8.731,811.9,632.0,0.4743,0.8438,224700.0,-156800.0,3982000.0,2452.0,5.907,-0.02883,0.5404,5.235,61.75,29460.0,1586.0
7.821,10,6,0.0,7.821,8.689,838.2,633.0,0.4748,0.8419,226400.0,218000.0,4018000.0,-441.8,5.936,0.01041,0.5477,5.272,65.94,29130.0,1491.0
7.92,10,6,0.0,7.824,8.654,853.3,634.6,0.4757,0.8402,228000.0,578200.0,4049000.0,-3523.0,5.962,0.03769,0.5501,5.283,63.74,28340.0,1536.0
8.019,10,6,0.0,7.829,8.627,852.7,636.7,0.4771,0.8391,229400.0,885700.0,4078000.0,-5904.0,5.985,0.05749,0.5481,5.261,48.74,27370.0,1552.0
8.118,10,6,0.0,7.833,8.605,844.5,639.1,0.4788,0.8388,230700.0,1133000.0,4100000.0,-7163.0,6.004,0.07644,0.5426,5.215,24.87,26170.0,1488.0
8.217,10,6,0.0,7.835,8.586,832.9,641.3,0.4806,0.8391,231900.0,1330000.0,4107000.0,-8099.0,6.018,0.102,0.5351,5.172,-6.365,24600.0,1524.0
8.316,10,6,0.0,7.837,8.579,830.5,643.1,0.4826,0.84,232700.0,1512000.0,4104000.0,-9341.0,6.025,0.1383,0.5268,5.166,-42.03,22920.0,1594.0
8.415,10,6,0.0,7.841,8.583,851.2,644.9,0.4848,0.8415,233100.0,1721000.0,4089000.0,-10780.0,6.025,0.1859,0.5164,5.205,-69.77,21320.0,1501.0
8.514,10,6,0.0,7.846,8.595,876.2,647.1,0.4864,0.8431,233200.0,1970000.0,4060000.0,-12780.0,6.02,0.2389,0.5026,5.282,-84.99,19640.0,1343.0
8.613,10,6,0.0,7.85,8.611,873.5,650.0,0.4882,0.845,233000.0,2248000.0,4021000.0,-15650.0,6.011,0.2872,0.4856,5.362,-88.99,17970.0,1296.0
8.712,10,6,0.0,7.854,8.638,852.2,653.0,0.4899,0.8473,232500.0,2538000.0,3980000.0,-18660.0,5.996,0.3234,0.4642,5.39,-79.34,16570.0,1262.0
8.811,10,6,0.0,7.857,8.677,843.2,655.5,0.4913,0.8502,231400.0,2813000.0,3937000.0,-21230.0,5.972,0.3453,0.4379,5.335,-70.01,15410.0,1130.0
8.91,10,6,0.0,7.858,8.728,850.4,657.6,0.4919,0.8531,229500.0,3038000.0,3893000.0,-23350.0,5.938,0.3575,0.4055,5.202,-58.54,14360.0,1018.0
9.009,10,6,0.0,7.86,8.795,860.3,659.6,0.4917,0.8553,226700.0,3197000.0,3853000.0,-24850.0,5.893,0.3723,0.36,5.022,-47.4,13610.0,993.3
9.108,10,6,0.0,7.863,8.857,871.1,661.7,0.4915,0.8565,224100.0,3293000.0,3817000.0,-25460.0,5.855,0.4054,0.2869,4.849,-31.01,13240.0,949.7
9.207,10,6,0.0,7.865,8.863,875.5,664.0,0.4919,0.8567,224000.0,3349000.0,3783000.0,-25460.0,5.853,0.451,0.1987,4.813,-3.654,13110.0,875.8
9.306,10,6,0.0,7.866,8.846,862.2,666.3,0.4917,0.857,225000.0,3393000.0,3751000.0,-25650.0,5.864,0.4863,0.1381,4.926,31.58,13220.0,882.4
9.405,10,6,0.0,7.867,8.855,846.2,668.0,0.4901,0.8575,224700.0,3455000.0,3721000.0,-26320.0,5.859,0.512,0.1009,5.089,66.63,13760.0,944.0
9.504,10,6,0.0,7.867,8.88,851.5,669.2,0.4876,0.8578,223600.0,3551000.0,3693000.0,-27350.0,5.844,0.5308,0.0688,5.233,90.82,14640.0,930.6
9.603,10,6,0.0,7.867,8.904,869.6,670.2,0.4848,0.8579,222400.0,3663000.0,3669000.0,-28710.0,5.828,0.5395,0.0347,5.3,99.16,15680.0,883.9
9.702,10,6,0.0,7.867,8.92,876.8,671.4,0.4822,0.8574,221400.0,3756000.0,3651000.0,-30070.0,5.817,0.5356,-0.002955,5.261,98.41,16900.0,935.8
9.801,10,6,0.0,7.868,8.928,871.0,672.7,0.48,0.8565,220900.0,3800000.0,3640000.0,-30730.0,5.813,0.5205,-0.04375,5.134,95.93,18310.0,1030.0
9.9,10,6,0.0,7.869,8.92,864.0,673.7,0.4779,0.8552,221000.0,3776000.0,3636000.0,-30300.0,5.819,0.5003,-0.08234,4.98,94.52,19720.0,1060.0
9.999,10,6,0.0,7.868,8.907,859.5,674.5,0.4757,0.8535,221100.0,3685000.0,3636000.0,-29440.0,5.826,0.4819,-0.1198,4.871,97.05,21070.0,1091.0
10.098,10,6,0.0,7.867,8.892,859.4,675.0,0.4742,0.8521,221500.0,3549000.0,3633000.0,-28110.0,5.835,0.4706,-0.1556,4.855,95.65,22420.0,1169.0
10.197,10,6,0.0,7.868,8.877,869.8,675.3,0.4734,0.8508,221900.0,3400000.0,3624000.0,-26800.0,5.846,0.4676,-0.1896,4.932,94.82,23680.0,1200.0
10.296,10,6,0.0,7.869,8.859,882.5,675.8,0.473,0.8496,222600.0,3260000.0,3611000.0,-25630.0,5.859,0.4698,-0.2223,5.07,89.33,24710.0,1177.0
10.395,10,6,0.0,7.869,8.838,881.0,676.5,0.4729,0.8484,223300.0,3141000.0,3594000.0,-24880.0,5.872,0.471,-0.2546,5.21,75.39,25560.0,1225.0
10.494,10,6,0.0,7.87,8.818,868.4,677.3,0.4732,0.8476,224100.0,3039000.0,3573000.0,-24440.0,5.886,0.4645,-0.287,5.3,50.83,26240.0,1337.0
10.593,10,6,0.0,7.87,8.799,863.9,677.7,0.474,0.847,225000.0,2936000.0,3549000.0,-23970.0,5.9,0.4462,-0.3196,5.315,21.02,26630.0,1384.0
10.692,10,6,0.0,7.871,8.778,872.6,678.0,0.4749,0.8468,226000.0,2803000.0,3523000.0,-23230.0,5.914,0.4168,-0.3516,5.269,-8.671,26710.0,1378.0
10.791,10,6,0.0,7.871,8.76,882.5,678.4,0.4763,0.8468,227000.0,2619000.0,3497000.0,-21980.0,5.926,0.3809,-0.3821,5.202,-28.46,26570.0,1402.0
10.89,10,6,0.0,7.873,8.749,887.2,679.1,0.4783,0.8474,227800.0,2373000.0,3472000.0,-20200.0,5.935,0.3442,-0.4103,5.156,-35.85,26190.0,1404.0
10.989,10,6,0.0,7.876,8.741,887.7,680.0,0.4802,0.8481,228500.0,2081000.0,3447000.0,-17920.0,5.942,0.3106,-0.4362,5.149,-33.75,25530.0,1339.0
11.088,10,6,0.0,7.877,8.733,882.1,681.1,0.482,0.8488,229200.0,1771000.0,3419000.0,-15640.0,5.948,0.2832,-0.459,5.181,-28.09,24680.0,1290.0
11.187,10,6,0.0,7.878,8.728,874.5,682.0,0.4841,0.8498,229800.0,1475000.0,3387000.0,-13800.0,5.953,0.2617,-0.4777,5.228,-25.78,23720.0,1291.0
11.286,10,6,0.0,7.879,8.733,877.6,682.7,0.4862,0.8511,230000.0,1214000.0,3352000.0,-12570.0,5.951,0.2413,-0.4925,5.266,-29.6,22630.0,1268.0
11.385,10,6,0.0,7.881,8.749,890.5,683.5,0.4881,0.8527,229700.0,988400.0,3315000.0,-11820.0,5.941,0.2153,-0.5051,5.28,-42.9,21450.0,1218.0
11.484,10,6,0.0,7.883,8.78,897.1,684.5,0.4894,0.8542,228600.0,774800.0,3274000.0,-11430.0,5.921,0.1751,-0.5162,5.26,-54.47,20280.0,1221.0
11.583,10,6,0.0,7.885,8.824,891.6,685.8,0.4901,0.8552,226700.0,545400.0,3227000.0,-10940.0,5.893,0.1067,-0.5259,5.203,-57.11,19170.0,1258.0
11.682,10,6,0.0,7.887,8.844,884.5,687.1,0.491,0.8552,225800.0,280700.0,3175000.0,-9511.0,5.881,-0.000537,-0.5316,5.165,-43.17,18090.0,1249.0
11.781,10,6,0.0,7.887,8.811,882.5,688.1,0.4919,0.8544,227300.0,-22380.0,3126000.0,-6778.0,5.904,-0.105,-0.5292,5.221,-13.66,17140.0,1207.0
