Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,5,6,0.0,7.28,8.074,1.794e-15,243.7,0.4883,0.8196,220900.0,321.4,438000.0,1273.0,5.944,-0.06413,0.5192,5.029,-2.019e-15,-805.1,1.511
0.099,5,6,0.0,7.276,9.377,263.2,239.7,0.4263,0.8393,167700.0,162300.0,885600.0,-7955.0,5.118,-0.009335,0.5209,5.813,-88.9,1161.0,19.28
0.198,5,6,0.0,7.255,10.2,480.1,236.7,0.391,0.8489,142600.0,444400.0,1456000.0,-4416.0,4.692,0.06284,0.51,6.25,-113.5,1913.0,-516.8
0.297,5,6,0.0,7.262,10.44,403.3,236.6,0.3918,0.8405,134800.0,690000.0,2401000.0,-12400.0,4.585,0.1323,0.5054,6.501,-47.1,-80.79,-725.9
0.396,5,6,0.0,7.287,10.2,393.1,237.8,0.4105,0.8624,145900.0,1074000.0,3141000.0,-9069.0,4.708,0.1849,0.4981,6.438,-32.3,480.1,71.21
0.495,5,6,0.0,7.285,9.709,385.2,240.0,0.4352,0.8695,162800.0,1500000.0,3668000.0,-11870.0,4.953,0.2182,0.4791,6.067,66.66,3993.0,-148.2
0.594,5,6,0.0,7.286,9.109,257.4,242.1,0.4513,0.8587,182400.0,1828000.0,3796000.0,-12020.0,5.275,0.2223,0.4569,5.501,182.1,5780.0,-759.2
0.693,5,6,0.0,7.297,8.666,323.2,242.5,0.4677,0.8419,197900.0,2139000.0,3911000.0,-18180.0,5.551,0.2135,0.4325,4.966,133.3,7551.0,183.1
0.792,5,6,0.0,7.316,8.402,521.5,243.7,0.4885,0.8342,210400.0,2346000.0,3993000.0,-17190.0,5.749,0.209,0.4087,4.565,85.23,12420.0,449.5
0.891,5,6,0.0,7.334,8.295,561.1,248.7,0.5053,0.8389,218100.0,2451000.0,3959000.0,-15540.0,5.836,0.2139,0.3847,4.313,100.8,17260.0,-544.0
0.99,5,6,0.0,7.361,8.272,491.9,256.8,0.5126,0.84,220500.0,2452000.0,3771000.0,-15500.0,5.865,0.2444,0.3659,4.291,113.3,20070.0,176.1
1.089,5,6,0.0,7.373,8.323,367.9,265.6,0.5091,0.8413,219200.0,2447000.0,3635000.0,-15420.0,5.843,0.299,0.3537,4.532,49.41,24390.0,1559.0
1.188,5,6,0.0,7.378,8.424,307.3,272.5,0.5006,0.8397,214400.0,2608000.0,3569000.0,-15860.0,5.784,0.3657,0.3304,4.87,84.19,29770.0,1073.0
1.287,5,6,0.0,7.389,8.542,405.6,277.5,0.4923,0.8448,209900.0,2863000.0,3555000.0,-16780.0,5.706,0.4388,0.2853,5.241,85.65,32640.0,636.5
1.386,5,6,0.0,7.396,8.607,525.4,283.2,0.4862,0.8442,206800.0,3135000.0,3557000.0,-23530.0,5.666,0.5044,0.2196,5.546,64.35,34440.0,1562.0
1.485,5,6,0.0,7.409,8.619,510.2,290.7,0.485,0.8439,207400.0,3422000.0,3599000.0,-24840.0,5.674,0.5368,0.1565,5.628,122.9,37570.0,1661.0
1.584,5,6,0.0,7.431,8.601,488.8,299.1,0.4833,0.8411,208600.0,3585000.0,3651000.0,-26080.0,5.701,0.5335,0.1124,5.463,156.4,39390.0,1098.0
1.683,5,6,0.0,7.439,8.542,463.8,307.7,0.4806,0.8384,210900.0,3602000.0,3729000.0,-25900.0,5.741,0.5157,0.07995,5.194,179.4,38610.0,1669.0
1.782,5,6,0.0,7.436,8.47,374.4,315.2,0.4789,0.834,213400.0,3551000.0,3806000.0,-25950.0,5.791,0.5091,0.04537,5.044,184.1,38130.0,2253.0
1.881,5,6,0.0,7.451,8.409,423.1,320.5,0.482,0.8312,216900.0,3469000.0,3857000.0,-24190.0,5.846,0.5169,0.009369,5.053,189.4,37980.0,1799.0
1.98,5,6,0.0,7.467,8.328,609.4,326.1,0.4841,0.8285,221100.0,3429000.0,3862000.0,-22500.0,5.913,0.5388,-0.0262,5.212,186.0,35530.0,1439.0
2.079,5,6,0.0,7.477,8.232,631.7,334.8,0.4849,0.8226,225100.0,3393000.0,3846000.0,-23340.0,5.988,0.5742,-0.06031,5.508,151.8,32180.0,1592.0
