time_start,time_end,n_samples,Time_mean,Time_std,Time_max,Time_min,BldPitch1_mean,BldPitch1_std,BldPitch1_max,BldPitch1_min,RotSpeed_mean,RotSpeed_std,RotSpeed_max,RotSpeed_min,RtTSR_mean,RtTSR_std,RtTSR_max,RtTSR_min,RotTorq_mean,RotTorq_std,RotTorq_max,RotTorq_min,GenPwr_mean,GenPwr_std,GenPwr_max,GenPwr_min,RtAeroCp_mean,RtAeroCp_std,RtAeroCp_max,RtAeroCp_min,RtAeroCt_mean,RtAeroCt_std,RtAeroCt_max,RtAeroCt_min,RtAeroFxh_mean,RtAeroFxh_std,RtAeroFxh_max,RtAeroFxh_min,B1RootMxr_mean,B1RootMxr_std,B1RootMxr_max,B1RootMxr_min,B1RootMyr_mean,B1RootMyr_std,B1RootMyr_max,B1RootMyr_min,B1RootMzr_mean,B1RootMzr_std,B1RootMzr_max,B1RootMzr_min,RtVAvgxh_mean,RtVAvgxh_std,RtVAvgxh_max,RtVAvgxh_min,RtVAvgyh_mean,RtVAvgyh_std,RtVAvgyh_max,RtVAvgyh_min,RtVAvgzh_mean,RtVAvgzh_std,RtVAvgzh_max,RtVAvgzh_min,RtSkew_mean,RtSkew_std,RtSkew_max,RtSkew_min,YawBrMzp_mean,YawBrMzp_std,YawBrMzp_max,YawBrMzp_min,TwrBsMyt_mean,TwrBsMyt_std,TwrBsMyt_max,TwrBsMyt_min,TwrBsMxt_mean,TwrBsMxt_std,TwrBsMxt_max,TwrBsMxt_min,YawAngle,WindSpeed
42.0,60.0,12001,51.0,5.196801937249498,60.0,42.0,0.0,0.0,0.0,0.0,0.942863536371969,0.10467905118484673,1.13,0.7697,1.2182343138071827,0.14378411131785127,1.453,0.9772,10.549501264561288,2.9670500924065952,19.81,-1.713,0.0,0.0,0.0,0.0,0.008635304057995168,0.001592992771366024,0.01132,0.006058,0.101056542788101,0.004536401788681892,0.108,0.0934,20083.54887092742,636.4260073244442,21630.0,18970.0,1761717.2667277728,1334590.875789293,3538000.0,-983300.0,525629.4392133988,98858.62705952315,753400.0,210000.0,-3513.379551704025,1407.5490962467948,-1534.0,-6864.0,5.10664786267811,0.04600811691763075,5.182,5.007,-1.8455650804516288,1.0229107735476817,0.1507,-3.128,-1.8732883530039168,1.0714455681343296,0.4877,-3.126,30.580948254312144,0.4654359075878864,31.67,29.73,13.999746688609282,104.4491399020625,235.3,-369.2,887.5926922756436,239.78798883407902,1455.0,310.0,399.9006627364386,613.4334221906965,1396.0,-555.0,-30,6
