Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,-30,4,0.0,4.85,8.068,1.043e-16,0.0,0.4874,0.8197,98160.0,200.3,278900.0,571.8,3.963,-0.04286,0.3461,5.03,2.782e-16,-809.9,-0.1327
0.1155,-30,4,0.0,4.856,9.091,29.76,0.0,0.4327,0.8419,79610.0,76700.0,564300.0,-3454.0,3.521,-0.01101,0.3498,5.675,-51.42,1493.0,4.97
0.231,-30,4,0.0,4.853,9.75,6.454,0.0,0.4112,0.8615,70750.0,245300.0,860200.0,-2562.0,3.281,0.03785,0.3415,5.978,-52.81,1314.0,-65.94
0.3465,-30,4,0.0,4.857,9.829,-21.56,0.0,0.4047,0.8605,69670.0,479100.0,1362000.0,-3810.0,3.258,0.07827,0.3436,6.174,-36.48,-677.8,-20.42
0.462,-30,4,0.0,4.866,9.526,53.65,0.0,0.426,0.8636,74790.0,847300.0,1839000.0,-4986.0,3.369,0.1044,0.3376,5.989,18.63,1490.0,-114.4
0.5775,-30,4,0.0,4.875,8.973,86.79,0.0,0.4498,0.8544,83700.0,1160000.0,1986000.0,-4960.0,3.583,0.1071,0.3261,5.472,49.53,2493.0,-485.3
0.693,-30,4,0.0,4.891,8.485,74.29,0.0,0.4764,0.8392,92480.0,1386000.0,2031000.0,-6610.0,3.8,0.09314,0.3152,4.944,54.72,2418.0,-259.7
0.8085,-30,4,0.0,4.906,8.153,61.43,0.0,0.5004,0.828,99570.0,1509000.0,2064000.0,-6211.0,3.97,0.08347,0.3059,4.567,20.58,5855.0,-117.1
0.924,-30,4,0.0,4.919,8.005,45.77,0.0,0.5162,0.8281,103800.0,1571000.0,2003000.0,-4810.0,4.053,0.08879,0.2924,4.312,63.59,7917.0,-268.3
1.0395,-30,4,0.0,4.932,8.0,57.65,0.0,0.5187,0.8289,104500.0,1631000.0,1817000.0,-5790.0,4.065,0.1195,0.2885,4.393,19.04,8739.0,46.92
1.155,-30,4,0.0,4.945,8.096,73.8,0.0,0.5108,0.8296,102800.0,1769000.0,1710000.0,-5871.0,4.03,0.1631,0.2879,4.694,-13.06,12540.0,143.5
1.2705,-30,4,0.0,4.959,8.28,68.37,0.0,0.502,0.8381,99790.0,2004000.0,1636000.0,-6340.0,3.95,0.2039,0.2808,5.02,-11.06,14350.0,-40.47
1.386,-30,4,0.0,4.969,8.455,36.68,0.0,0.4898,0.8438,96640.0,2235000.0,1621000.0,-8844.0,3.874,0.2296,0.2813,5.355,2.556,14520.0,252.4
1.5015,-30,4,0.0,4.976,8.602,4.637,0.0,0.4815,0.8493,94340.0,2503000.0,1697000.0,-9438.0,3.815,0.2352,0.2739,5.406,37.14,16880.0,351.7
1.617,-30,4,0.0,4.985,8.688,35.93,0.0,0.4773,0.8525,93150.0,2677000.0,1745000.0,-10340.0,3.784,0.2274,0.261,5.226,33.99,17200.0,182.3
1.7325,-30,4,0.0,4.993,8.693,70.78,0.0,0.4748,0.8502,93060.0,2752000.0,1819000.0,-11750.0,3.788,0.2243,0.2455,5.018,19.95,15930.0,385.5
1.848,-30,4,0.0,5.006,8.663,57.05,0.0,0.4787,0.8487,94060.0,2782000.0,1936000.0,-11010.0,3.811,0.2421,0.222,4.926,8.722,16450.0,477.5
1.9635,-30,4,0.0,5.019,8.593,55.31,0.0,0.4864,0.8474,95950.0,2796000.0,1989000.0,-10720.0,3.852,0.2795,0.1874,4.993,38.53,15200.0,439.6
2.079,-30,4,0.0,5.027,8.466,39.68,0.0,0.4915,0.8422,98530.0,2869000.0,1989000.0,-11670.0,3.916,0.3323,0.1511,5.326,25.26,12790.0,543.2
2.1945,-30,4,0.0,5.039,8.353,34.72,0.0,0.4962,0.8376,101200.0,3031000.0,1979000.0,-11990.0,3.979,0.3732,0.1222,5.637,12.09,12290.0,584.5
2.31,-30,4,0.0,5.053,8.292,78.56,0.0,0.5015,0.8368,103200.0,3243000.0,1943000.0,-13010.0,4.019,0.3868,0.09718,5.666,22.17,10340.0,437.0
2.4255,-30,4,0.0,5.066,8.261,83.32,0.0,0.5024,0.8356,104200.0,3384000.0,1898000.0,-14610.0,4.043,0.3791,0.08025,5.475,19.58,7655.0,378.4
2.541,-30,4,0.0,5.08,8.274,48.59,0.0,0.5018,0.8357,104500.0,3470000.0,1867000.0,-14100.0,4.048,0.3562,0.05942,5.097,35.87,6881.0,503.6
2.6565,-30,4,0.0,5.092,8.316,41.13,0.0,0.5007,0.8378,104200.0,3444000.0,1831000.0,-13740.0,4.038,0.3339,0.03591,4.754,32.05,5049.0,430.1
2.772,-30,4,0.0,5.102,8.358,47.53,0.0,0.4968,0.839,103700.0,3356000.0,1803000.0,-13680.0,4.025,0.328,0.01511,4.664,34.32,2827.0,314.7
2.8875,-30,4,0.0,5.114,8.419,57.12,0.0,0.4935,0.8413,103000.0,3309000.0,1786000.0,-12690.0,4.005,0.3396,-0.005081,4.847,29.74,2562.0,345.3
3.003,-30,4,0.0,5.128,8.491,72.34,0.0,0.4915,0.8444,102200.0,3292000.0,1768000.0,-12900.0,3.983,0.3569,-0.02272,5.131,39.37,1609.0,214.2
3.1185,-30,4,0.0,5.14,8.542,58.79,0.0,0.488,0.8458,101600.0,3337000.0,1752000.0,-13700.0,3.967,0.3724,-0.03744,5.39,18.82,573.3,71.99
3.234,-30,4,0.0,5.15,8.597,32.02,0.0,0.4847,0.8476,100900.0,3417000.0,1742000.0,-13980.0,3.949,0.3704,-0.05134,5.409,0.2037,1441.0,188.1
3.3495,-30,4,0.0,5.16,8.661,34.35,0.0,0.4832,0.8506,100200.0,3468000.0,1748000.0,-14640.0,3.929,0.3471,-0.06951,5.147,6.908,1710.0,96.0
3.465,-30,4,0.0,5.171,8.711,58.49,0.0,0.4802,0.852,99590.0,3432000.0,1761000.0,-15080.0,3.914,0.3177,-0.08817,4.815,5.685,1952.0,-92.38
3.5805,-30,4,0.0,5.182,8.763,63.15,0.0,0.4776,0.8535,98990.0,3324000.0,1774000.0,-14140.0,3.898,0.2908,-0.1087,4.554,33.25,3797.0,-28.9
3.696,-30,4,0.0,5.194,8.821,47.09,0.0,0.4765,0.8559,98470.0,3142000.0,1798000.0,-13380.0,3.883,0.2781,-0.1285,4.511,62.93,4984.0,-115.6
3.8115,-30,4,0.0,5.204,8.858,38.47,0.0,0.474,0.857,98110.0,2962000.0,1817000.0,-12830.0,3.873,0.2848,-0.1448,4.716,86.55,6020.0,-228.9
3.927,-30,4,0.0,5.211,8.887,30.32,0.0,0.472,0.8581,97900.0,2862000.0,1816000.0,-12070.0,3.867,0.2996,-0.1599,5.019,85.73,8306.0,-151.7
4.0425,-30,4,0.0,5.221,8.916,40.22,0.0,0.4716,0.8594,97820.0,2808000.0,1823000.0,-12410.0,3.862,0.3075,-0.173,5.219,71.63,9768.0,-166.8
4.158,-30,4,0.0,5.232,8.927,63.78,0.0,0.4706,0.8593,97950.0,2790000.0,1827000.0,-12790.0,3.865,0.3023,-0.1886,5.267,30.55,10860.0,-214.0
4.2735,-30,4,0.0,5.242,8.927,53.1,0.0,0.4704,0.8593,98310.0,2734000.0,1823000.0,-12500.0,3.872,0.2798,-0.2056,5.125,-1.097,12780.0,-79.23
4.389,-30,4,0.0,5.252,8.924,31.99,0.0,0.4717,0.86,98880.0,2591000.0,1840000.0,-12110.0,3.882,0.2471,-0.2248,4.919,-1.509,13670.0,10.14
