Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,10,14,0.0,12.1,5.753,3.653e-15,5000.0,0.4304,0.6285,922500.0,586.1,917300.0,3216.0,13.87,-0.1062,1.212,5.013,-2.031e-15,-771.7,21.52
0.099,10,14,0.0,11.99,7.278,2943.0,4785.0,0.4081,0.7131,644800.0,1066000.0,2632000.0,30780.0,10.88,0.08167,1.199,6.303,-248.4,1565.0,149.7
0.198,10,14,0.0,11.8,8.007,5990.0,4844.0,0.4032,0.6884,501300.0,2396000.0,5362000.0,-18940.0,9.765,0.2873,1.164,6.997,-505.5,2444.0,-5907.0
0.297,10,14,0.0,11.93,8.115,5845.0,4884.0,0.4552,0.7174,512900.0,2884000.0,8603000.0,-39160.0,9.679,0.4516,1.123,7.13,-206.1,1219.0,-8677.0
0.396,10,14,0.0,12.12,7.798,5121.0,5112.0,0.4761,0.7264,576700.0,3267000.0,10170000.0,-30600.0,10.21,0.6192,1.062,6.864,-175.6,5925.0,465.5
0.495,10,14,0.0,12.08,7.245,3560.0,5106.0,0.4658,0.7397,680500.0,3358000.0,11070000.0,9842.0,11.01,0.7513,0.9587,6.315,75.86,17200.0,2433.0
0.594,10,14,0.0,11.88,6.689,1881.0,4975.0,0.4402,0.7255,751700.0,3417000.0,11310000.0,25850.0,11.69,0.7935,0.8584,5.709,343.3,28060.0,-931.7
0.693,10,14,0.0,11.87,6.412,3092.0,4836.0,0.4342,0.6925,773900.0,4252000.0,11940000.0,-41280.0,12.15,0.8052,0.7582,5.201,340.6,38990.0,5957.0
0.792,10,14,0.0,11.86,6.336,5498.0,4753.0,0.4397,0.6805,788100.0,5042000.0,12280000.0,-67850.0,12.37,0.878,0.5651,4.824,-62.72,54620.0,6779.0
0.891,10,14,0.0,12.03,6.221,6457.0,4776.0,0.4515,0.6604,813100.0,5507000.0,12350000.0,-76800.0,12.76,1.059,0.2001,4.83,57.64,71650.0,-1501.0
