Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,-30,8,0.0,9.7,8.07,9.229e-15,2106.0,0.4871,0.8198,392800.0,463.7,653200.0,2323.0,7.926,-0.08507,0.6922,5.029,-1.334e-16,-798.7,11.18
0.1155,-30,8,0.0,9.595,9.864,1769.0,2022.0,0.4018,0.8213,258700.0,677200.0,1532000.0,-23480.0,6.426,0.02085,0.6881,6.115,-257.5,1628.0,-167.3
0.231,-30,8,0.0,9.495,10.67,3041.0,2024.0,0.3842,0.8274,218600.0,1423000.0,2875000.0,-17970.0,5.882,0.1566,0.6664,6.638,-363.1,1422.0,-3996.0
0.3465,-30,8,0.0,9.61,10.65,2799.0,2057.0,0.4119,0.8342,224800.0,1857000.0,4395000.0,-30280.0,5.941,0.2711,0.6487,6.749,-258.5,190.2,-2421.0
0.462,-30,8,0.0,9.618,10.05,2085.0,2079.0,0.4453,0.8586,261600.0,2228000.0,5294000.0,-24360.0,6.319,0.3671,0.6072,6.406,-125.1,4926.0,1291.0
0.5775,-30,8,0.0,9.485,9.136,840.4,2047.0,0.4468,0.8572,307000.0,2443000.0,5541000.0,-14540.0,6.852,0.3996,0.5541,5.693,52.22,10050.0,-522.6
0.693,-30,8,0.0,9.424,8.567,1409.0,1975.0,0.4597,0.8319,333300.0,3065000.0,5774000.0,-36320.0,7.249,0.3891,0.5003,4.997,68.36,14560.0,2856.0
0.8085,-30,8,0.0,9.415,8.345,2933.0,1956.0,0.4823,0.8231,350300.0,3701000.0,5938000.0,-45190.0,7.471,0.3843,0.4421,4.484,-142.3,23010.0,2049.0
0.924,-30,8,0.0,9.486,8.313,3066.0,1994.0,0.4989,0.8265,356900.0,3839000.0,5892000.0,-37860.0,7.525,0.4051,0.3802,4.223,-31.14,31100.0,-1306.0
1.0395,-30,8,0.0,9.524,8.314,2086.0,2024.0,0.5036,0.8226,356100.0,3403000.0,5741000.0,-35030.0,7.534,0.5203,0.2529,4.391,-15.49,37930.0,5543.0
