Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,-15,18,0.0,12.1,4.475,2.652e-14,5000.0,0.2783,0.4294,1042000.0,586.6,917300.0,2035.0,17.83,-0.1068,1.559,5.007,-2.757e-15,-747.9,21.37
0.108,-15,18,0.0,12.0,5.767,3399.0,4782.0,0.3164,0.5737,829400.0,1158000.0,2864000.0,72240.0,13.76,0.1486,1.547,6.442,-199.3,2098.0,-57.56
0.216,-15,18,0.0,11.85,6.39,6642.0,4880.0,0.3227,0.5658,652000.0,2730000.0,7038000.0,-2932.0,12.29,0.4107,1.503,7.229,-126.4,3487.0,-7603.0
0.324,-15,18,0.0,12.16,6.416,6020.0,5093.0,0.3563,0.5667,668900.0,3184000.0,11740000.0,-49310.0,12.45,0.6141,1.437,7.155,284.9,2435.0,-7691.0
0.432,-15,18,0.0,12.27,6.061,4639.0,5180.0,0.3721,0.5898,790000.0,3418000.0,13960000.0,26610.0,13.29,0.8313,1.345,6.782,202.0,10610.0,3136.0
0.54,-15,18,0.0496,12.22,5.529,2987.0,5118.0,0.3486,0.5581,889500.0,3572000.0,14340000.0,125200.0,14.55,0.9882,1.216,6.15,702.1,27600.0,922.6
0.648,-15,18,0.2365,12.17,5.145,2485.0,4963.0,0.346,0.5483,984500.0,3926000.0,14700000.0,32650.0,15.47,1.028,1.09,5.534,1119.0,44390.0,802.1
0.756,-15,18,0.0,12.21,5.006,5114.0,4942.0,0.3428,0.5231,1004000.0,5067000.0,15410000.0,-33740.0,15.99,1.055,0.9225,5.006,763.6,62790.0,8306.0
0.864,-15,18,0.01899,12.48,4.985,7050.0,5112.0,0.3578,0.509,1037000.0,5832000.0,16240000.0,103300.0,16.48,1.43,0.2566,5.038,745.5,85890.0,1187.0
0.972,-15,18,0.9014,12.72,4.905,6146.0,5303.0,0.3562,0.4919,1058000.0,5277000.0,15920000.0,23880.0,16.93,1.481,0.1871,5.041,1209.0,108400.0,627.7
1.08,-15,18,1.981,12.8,4.864,3560.0,5314.0,0.3592,0.4828,1070000.0,3829000.0,15510000.0,21290.0,17.18,1.571,0.075,5.232,1732.0,130500.0,15410.0
1.188,-15,18,2.692,12.87,4.898,2389.0,5153.0,0.3558,0.4761,1073000.0,3034000.0,15460000.0,32610.0,17.3,1.652,-0.08635,5.46,1489.0,153200.0,15900.0
1.296,-15,18,3.024,12.99,4.945,4815.0,5082.0,0.3519,0.4771,1076000.0,3802000.0,15600000.0,53310.0,17.28,1.735,-0.294,5.814,1090.0,171400.0,9128.0
1.404,-15,18,3.447,13.15,5.001,6795.0,5221.0,0.3499,0.4683,1051000.0,4297000.0,15450000.0,11280.0,17.23,1.802,-0.5521,6.239,743.3,184400.0,12190.0
1.512,-15,18,4.2,13.35,4.98,5491.0,5358.0,0.3335,0.4295,1004000.0,3887000.0,15070000.0,-35960.0,17.59,1.768,-0.8138,6.314,883.3,195100.0,14440.0
1.62,-15,18,5.029,13.64,4.955,4157.0,5350.0,0.3269,0.4108,1012000.0,3316000.0,14720000.0,16.6,18.05,1.677,-1.086,6.316,810.2,201400.0,14490.0
1.728,-15,18,5.747,13.69,4.904,3816.0,5294.0,0.3233,0.4089,1037000.0,2588000.0,14090000.0,51700.0,18.31,1.511,-1.34,6.293,148.4,200100.0,16090.0
1.836,-15,18,6.343,13.7,4.824,3683.0,5233.0,0.2987,0.3741,983700.0,1970000.0,13270000.0,24380.0,18.64,1.298,-1.529,6.141,-141.2,194200.0,14840.0
1.944,-15,18,6.852,13.94,4.799,4924.0,5217.0,0.2855,0.3488,962700.0,1522000.0,12440000.0,6618.0,19.09,1.09,-1.706,6.056,-331.6,185500.0,12320.0
2.052,-15,18,7.426,14.19,4.812,6403.0,5326.0,0.283,0.3381,966100.0,939200.0,11580000.0,33910.0,19.4,0.8571,-1.833,5.954,-629.4,170500.0,8923.0
2.16,-15,18,8.165,14.38,4.825,5154.0,5424.0,0.2696,0.3162,921300.0,-309700.0,10530000.0,41440.0,19.57,0.6517,-1.918,5.909,-762.0,151500.0,6439.0
2.268,-15,18,8.923,14.55,4.838,3170.0,5374.0,0.249,0.286,848400.0,-1677000.0,9313000.0,17780.0,19.74,0.2924,-1.979,5.788,-679.4,131700.0,10390.0
2.376,-15,18,9.545,14.64,4.791,3289.0,5269.0,0.2399,0.272,842800.0,-1998000.0,8086000.0,25640.0,20.16,-0.3638,-1.951,5.624,-632.5,107900.0,9815.0
