Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,-10,18,0.0,12.1,4.475,2.597e-14,5000.0,0.2777,0.4292,1041000.0,586.5,917300.0,2018.0,17.83,-0.1068,1.559,5.007,-3e-15,-747.9,21.37
0.099,-10,18,0.0,12.01,5.682,3001.0,4786.0,0.3164,0.5738,855300.0,1002000.0,2612000.0,89700.0,13.97,0.1322,1.549,6.348,-189.5,1820.0,167.1
0.198,-10,18,0.0,11.88,6.347,6483.0,4876.0,0.3221,0.5533,650900.0,2634000.0,6046000.0,-22900.0,12.41,0.3768,1.517,7.175,-121.3,3484.0,-6027.0
0.297,-10,18,0.0,12.04,6.431,6161.0,5014.0,0.3455,0.5813,673100.0,3101000.0,11010000.0,-2112.0,12.32,0.58,1.459,7.259,193.7,2587.0,-9706.0
0.396,-10,18,0.0,12.25,6.206,5295.0,5168.0,0.3707,0.5729,729000.0,3422000.0,13540000.0,-24840.0,12.94,0.7672,1.392,7.002,203.8,6061.0,361.3
0.495,-10,18,0.0,12.31,5.772,3652.0,5158.0,0.3604,0.575,856000.0,3550000.0,14640000.0,46500.0,14.04,0.9412,1.279,6.453,769.6,19870.0,3367.0
0.594,-10,18,0.2297,12.13,5.29,2264.0,5044.0,0.3438,0.5561,948300.0,3619000.0,14550000.0,35600.0,15.06,1.022,1.157,5.855,1084.0,36150.0,-1198.0
0.693,-10,18,0.1338,12.23,5.063,3581.0,4926.0,0.3428,0.5327,996000.0,4492000.0,15120000.0,-23850.0,15.78,1.034,1.029,5.283,1068.0,51430.0,4952.0
0.792,-10,18,0.0,12.29,5.052,5932.0,4982.0,0.3522,0.5271,1013000.0,5401000.0,15860000.0,-74270.0,16.0,1.15,0.7376,4.881,744.3,70320.0,7468.0
0.891,-10,18,0.1719,12.55,4.954,7179.0,5168.0,0.3547,0.4996,1042000.0,5924000.0,16350000.0,-39240.0,16.67,1.45,0.2135,5.025,978.1,91590.0,-802.0
0.99,-10,18,1.084,12.78,4.917,5802.0,5319.0,0.3581,0.4914,1061000.0,5127000.0,15970000.0,30300.0,16.95,1.493,0.1728,5.067,1403.0,112200.0,2815.0
1.089,-10,18,2.056,12.8,4.87,3337.0,5305.0,0.3592,0.4826,1070000.0,3768000.0,15490000.0,19200.0,17.18,1.572,0.06505,5.235,1755.0,132700.0,16370.0
1.188,-10,18,2.69,12.87,4.902,2371.0,5153.0,0.3556,0.4761,1072000.0,3083000.0,15410000.0,31240.0,17.29,1.643,-0.08894,5.438,1414.0,153700.0,16080.0
1.287,-10,18,2.997,12.98,4.942,4536.0,5078.0,0.3513,0.4756,1072000.0,3728000.0,15540000.0,48350.0,17.28,1.716,-0.278,5.745,1094.0,170500.0,9546.0
1.386,-10,18,3.346,13.11,4.996,6691.0,5189.0,0.352,0.4742,1061000.0,4271000.0,15470000.0,23890.0,17.21,1.79,-0.5126,6.173,766.9,182700.0,11500.0
1.485,-10,18,3.983,13.27,4.983,6032.0,5338.0,0.3364,0.4378,1010000.0,3987000.0,15130000.0,-29720.0,17.48,1.78,-0.7483,6.306,807.4,193000.0,14550.0
1.584,-10,18,4.754,13.57,4.971,4437.0,5364.0,0.3288,0.4148,1005000.0,3464000.0,14810000.0,-16930.0,17.91,1.716,-0.9953,6.321,998.3,200600.0,14440.0
1.683,-10,18,5.457,13.69,4.926,3909.0,5319.0,0.3259,0.4107,1032000.0,2816000.0,14300000.0,38520.0,18.23,1.596,-1.246,6.337,443.7,201700.0,15830.0
