Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,20,16,0.0,12.1,5.034,1.938e-14,5000.0,0.3543,0.5185,994100.0,587.7,917300.0,2770.0,15.85,-0.1065,1.385,5.009,-6.79e-16,-762.0,21.44
0.108,20,16,0.0,11.99,6.494,3392.0,4782.0,0.3708,0.6472,737000.0,1196000.0,2848000.0,57870.0,12.21,0.1335,1.372,6.442,-153.5,1983.0,-57.46
0.216,20,16,0.0,11.81,7.142,6399.0,4866.0,0.3765,0.6356,582800.0,2705000.0,6775000.0,-2503.0,10.96,0.3776,1.329,7.183,-412.4,3094.0,-7554.0
0.324,20,16,0.0,12.09,7.162,5852.0,5026.0,0.4264,0.6417,602400.0,3140000.0,10770000.0,-54240.0,11.1,0.563,1.277,7.17,154.9,1566.0,-7204.0
0.432,20,16,0.0,12.21,6.757,4651.0,5153.0,0.4405,0.6759,724800.0,3429000.0,12600000.0,20680.0,11.88,0.7593,1.192,6.783,217.2,10090.0,3068.0
0.54,20,16,0.0,12.11,6.18,2892.0,5094.0,0.4141,0.6522,823900.0,3593000.0,13210000.0,36700.0,12.92,0.8907,1.064,6.13,747.9,25720.0,440.6
0.648,20,16,0.0,12.06,5.8,2347.0,4931.0,0.4034,0.6455,904100.0,3962000.0,13640000.0,25030.0,13.62,0.919,0.9434,5.523,872.0,39620.0,1364.0
0.756,20,16,0.0,12.04,5.63,4934.0,4898.0,0.3967,0.6078,907200.0,4967000.0,14240000.0,-61350.0,14.07,0.9527,0.7812,5.005,502.4,56240.0,8728.0
0.864,20,16,0.0,12.24,5.581,6619.0,5048.0,0.4137,0.5972,943200.0,5665000.0,14620000.0,-72550.0,14.47,1.225,0.258,4.944,355.6,78270.0,924.6
0.972,20,16,0.0,12.47,5.496,6110.0,5226.0,0.4215,0.5944,988600.0,5455000.0,14240000.0,-29900.0,14.85,1.289,0.146,4.992,672.3,98390.0,1634.0
1.08,20,16,0.8766,12.56,5.492,3994.0,5261.0,0.417,0.5824,986600.0,4128000.0,14020000.0,-32840.0,14.98,1.354,0.04693,5.169,762.5,118200.0,15360.0
1.188,20,16,1.579,12.41,5.42,1874.0,5115.0,0.3978,0.5625,967900.0,3240000.0,14030000.0,4120.0,15.09,1.433,-0.08775,5.433,993.1,139500.0,14390.0
1.296,20,16,1.715,12.58,5.449,3909.0,4974.0,0.3924,0.5507,958800.0,3877000.0,14130000.0,-871.4,15.17,1.531,-0.2412,5.833,983.8,156300.0,11830.0
1.404,20,16,1.807,12.66,5.468,6640.0,5082.0,0.3931,0.5555,974400.0,4714000.0,14030000.0,-4690.0,15.23,1.587,-0.4423,6.174,671.5,167800.0,13940.0
1.512,20,16,2.377,12.81,5.445,6090.0,5265.0,0.3776,0.5105,923600.0,4683000.0,13860000.0,-52280.0,15.47,1.572,-0.6503,6.276,593.9,178100.0,10740.0
1.62,20,16,3.187,13.07,5.402,4137.0,5294.0,0.3742,0.4937,935700.0,3774000.0,13710000.0,-21920.0,15.83,1.507,-0.8736,6.278,630.9,184000.0,14480.0
1.728,20,16,3.865,13.07,5.313,3278.0,5218.0,0.3656,0.4803,947700.0,2966000.0,13300000.0,21970.0,16.15,1.358,-1.097,6.17,212.3,182100.0,19760.0
1.836,20,16,4.32,13.06,5.231,3294.0,5117.0,0.3521,0.46,938300.0,2491000.0,12670000.0,23160.0,16.42,1.208,-1.269,6.09,80.86,177600.0,13410.0
1.944,20,16,4.637,13.2,5.167,4995.0,5105.0,0.3386,0.4357,925000.0,2149000.0,11980000.0,1334.0,16.74,1.061,-1.427,6.063,-63.85,170200.0,11080.0
2.052,20,16,5.067,13.4,5.179,6438.0,5232.0,0.3327,0.4164,913700.0,1847000.0,11460000.0,14510.0,17.01,0.879,-1.557,6.0,-495.1,155900.0,11160.0
2.16,20,16,5.734,13.59,5.189,5187.0,5343.0,0.3293,0.4021,905300.0,631900.0,10750000.0,36590.0,17.22,0.7349,-1.645,5.975,-556.3,139100.0,5800.0
2.268,20,16,6.443,13.74,5.191,3485.0,5311.0,0.3158,0.3784,866300.0,-750200.0,9896000.0,28680.0,17.35,0.5441,-1.714,5.918,-426.1,122300.0,8505.0
2.376,20,16,7.012,13.75,5.185,3026.0,5207.0,0.3039,0.3599,835000.0,-1148000.0,9013000.0,34110.0,17.46,0.0214,-1.731,5.664,-573.2,101300.0,10870.0
2.484,20,16,7.435,13.79,5.104,4024.0,5146.0,0.2883,0.3396,822900.0,-1258000.0,8059000.0,22420.0,17.83,-0.3779,-1.685,5.532,-511.8,78860.0,2867.0
2.592,20,16,7.847,13.99,5.132,5663.0,5200.0,0.275,0.3198,784300.0,-1075000.0,7307000.0,6050.0,17.93,-0.6106,-1.597,5.447,-444.9,59310.0,137.7
2.7,20,16,8.389,14.15,5.191,5512.0,5309.0,0.2613,0.2983,733700.0,-1479000.0,6913000.0,5787.0,17.95,-0.8491,-1.447,5.339,-454.1,39650.0,2088.0
2.808,20,16,9.017,14.29,5.241,3768.0,5320.0,0.2443,0.2741,676000.0,-2735000.0,6470000.0,-2889.0,17.97,-1.047,-1.281,5.259,-225.1,21070.0,233.5
2.916,20,16,9.576,14.34,5.259,2887.0,5232.0,0.2286,0.2561,630100.0,-3517000.0,5879000.0,5482.0,17.95,-1.181,-1.086,5.106,-37.87,6725.0,1476.0
