Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,10,8,0.0,9.7,8.07,1.677e-14,2106.0,0.4882,0.8193,392600.0,463.5,653200.0,2284.0,7.926,-0.08507,0.6922,5.029,-3.028e-15,-798.7,11.18
0.099,10,8,0.0,9.617,9.675,1442.0,2029.0,0.4138,0.8251,271100.0,547100.0,1377000.0,-17660.0,6.562,0.006961,0.6903,6.005,-209.4,1234.0,71.91
0.198,10,8,0.0,9.508,10.52,2921.0,2016.0,0.3768,0.8285,225800.0,1289000.0,2419000.0,-10210.0,5.975,0.1239,0.6726,6.529,-357.0,1968.0,-2863.0
0.297,10,8,0.0,9.55,10.75,2945.0,2043.0,0.4033,0.8173,213700.0,1680000.0,3953000.0,-34590.0,5.853,0.2295,0.6585,6.794,-220.5,84.3,-4270.0
0.396,10,8,0.0,9.64,10.44,2583.0,2070.0,0.4292,0.8493,239600.0,2055000.0,4971000.0,-25180.0,6.079,0.321,0.6353,6.679,-186.9,1456.0,-62.39
0.495,10,8,0.0,9.575,9.781,1714.0,2078.0,0.4455,0.8619,275100.0,2304000.0,5634000.0,-19300.0,6.468,0.3879,0.5919,6.244,25.16,6581.0,911.7
0.594,10,8,0.0,9.478,9.038,781.6,2037.0,0.45,0.8524,311100.0,2525000.0,5738000.0,-16710.0,6.918,0.4021,0.5465,5.602,218.6,10480.0,-407.0
0.693,10,8,0.0,9.424,8.572,1409.0,1975.0,0.4604,0.8319,333000.0,3093000.0,5940000.0,-37230.0,7.245,0.3926,0.4991,5.009,161.5,14560.0,2887.0
0.792,10,8,0.0,9.416,8.365,2767.0,1954.0,0.4789,0.8234,348600.0,3663000.0,6059000.0,-43280.0,7.451,0.3871,0.4486,4.547,-61.66,21740.0,2834.0
0.891,10,8,0.0,9.453,8.317,3171.0,1981.0,0.4956,0.8244,354800.0,3913000.0,6072000.0,-43890.0,7.513,0.3938,0.3991,4.268,30.42,29260.0,-1281.0
0.99,10,8,0.0,9.525,8.327,2604.0,2016.0,0.5046,0.8238,355400.0,3664000.0,5910000.0,-36750.0,7.521,0.4593,0.3173,4.245,58.02,35040.0,2076.0
