Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,-5,8,0.0,9.7,8.07,1.677e-14,2106.0,0.4882,0.8193,392600.0,463.5,653200.0,2284.0,7.926,-0.08507,0.6922,5.029,-3.028e-15,-798.7,11.18
0.099,-5,8,0.0,9.617,9.675,1442.0,2029.0,0.4138,0.8251,271100.0,547100.0,1377000.0,-17660.0,6.562,0.006961,0.6903,6.005,-209.4,1234.0,71.91
0.198,-5,8,0.0,9.508,10.52,2921.0,2016.0,0.3768,0.8285,225800.0,1289000.0,2419000.0,-10210.0,5.975,0.1239,0.6726,6.529,-357.0,1968.0,-2863.0
0.297,-5,8,0.0,9.55,10.75,2945.0,2043.0,0.4033,0.8173,213700.0,1680000.0,3953000.0,-34590.0,5.853,0.2295,0.6585,6.794,-220.5,84.3,-4270.0
0.396,-5,8,0.0,9.64,10.44,2583.0,2070.0,0.4292,0.8493,239600.0,2055000.0,4971000.0,-25180.0,6.079,0.321,0.6353,6.679,-186.9,1456.0,-62.39
0.495,-5,8,0.0,9.575,9.781,1714.0,2078.0,0.4455,0.8619,275100.0,2304000.0,5634000.0,-19300.0,6.468,0.3879,0.5919,6.244,25.16,6581.0,911.7
0.594,-5,8,0.0,9.478,9.038,781.6,2037.0,0.45,0.8524,311100.0,2525000.0,5738000.0,-16710.0,6.918,0.4021,0.5465,5.602,218.6,10480.0,-407.0
0.693,-5,8,0.0,9.424,8.572,1409.0,1975.0,0.4604,0.8319,333000.0,3093000.0,5940000.0,-37230.0,7.245,0.3926,0.4991,5.009,161.5,14560.0,2887.0
0.792,-5,8,0.0,9.416,8.365,2767.0,1954.0,0.4789,0.8234,348600.0,3663000.0,6059000.0,-43280.0,7.451,0.3871,0.4486,4.547,-61.66,21740.0,2834.0
0.891,-5,8,0.0,9.453,8.317,3171.0,1981.0,0.4956,0.8244,354800.0,3913000.0,6072000.0,-43890.0,7.513,0.3938,0.3991,4.268,30.42,29260.0,-1281.0
0.99,-5,8,0.0,9.525,8.327,2604.0,2016.0,0.5046,0.8238,355400.0,3664000.0,5910000.0,-36750.0,7.521,0.4593,0.3173,4.245,58.02,35040.0,2076.0
1.089,-5,8,0.0,9.499,8.288,1546.0,2021.0,0.5041,0.8249,359200.0,3251000.0,5802000.0,-27800.0,7.556,0.5773,0.1904,4.599,76.21,41990.0,7847.0
1.188,-5,8,0.0,9.424,8.206,950.9,1982.0,0.4974,0.8218,362000.0,3220000.0,5752000.0,-22920.0,7.599,0.6678,0.117,5.099,246.8,49730.0,6168.0
1.287,-5,8,0.0,9.377,8.161,1605.0,1933.0,0.4862,0.8248,361700.0,3596000.0,5774000.0,-25780.0,7.581,0.7311,0.08457,5.545,301.9,55020.0,4515.0
1.386,-5,8,0.0,9.356,8.154,2653.0,1919.0,0.4786,0.8145,355700.0,4132000.0,5779000.0,-46630.0,7.565,0.7669,0.0518,5.801,160.3,58850.0,6920.0
1.485,-5,8,0.0,9.391,8.191,2853.0,1940.0,0.4804,0.8067,353300.0,4508000.0,5790000.0,-53460.0,7.576,0.774,-0.001829,5.833,174.7,63410.0,6137.0
1.584,-5,8,0.0,9.46,8.179,2457.0,1965.0,0.4828,0.8035,356400.0,4470000.0,5831000.0,-48900.0,7.625,0.7519,-0.06518,5.652,202.6,66360.0,4579.0
1.683,-5,8,0.0,9.44,8.055,1758.0,1971.0,0.4798,0.8059,365300.0,4171000.0,5905000.0,-34920.0,7.708,0.7141,-0.1217,5.368,221.3,66100.0,7482.0
1.782,-5,8,0.0,9.353,7.907,1092.0,1943.0,0.4738,0.7985,370600.0,3827000.0,5930000.0,-33590.0,7.799,0.6897,-0.1827,5.227,278.8,65410.0,9112.0
1.881,-5,8,0.0,9.329,7.807,1486.0,1898.0,0.4727,0.7914,375700.0,3650000.0,5900000.0,-34040.0,7.889,0.6814,-0.2406,5.234,260.7,64690.0,6497.0
1.98,-5,8,0.0,9.339,7.714,2664.0,1885.0,0.4727,0.7859,381800.0,3738000.0,5858000.0,-31390.0,7.98,0.6895,-0.2915,5.359,126.9,61210.0,4392.0
2.079,-5,8,0.0,9.356,7.634,2963.0,1912.0,0.4753,0.7773,386100.0,3614000.0,5807000.0,-33400.0,8.07,0.7151,-0.3453,5.62,36.12,56240.0,4005.0
2.178,-5,8,0.0,9.408,7.6,2263.0,1938.0,0.4813,0.7715,390600.0,3227000.0,5725000.0,-32410.0,8.148,0.7292,-0.3974,5.82,44.37,52070.0,4044.0
2.277,-5,8,0.0,9.428,7.558,1679.0,1938.0,0.4856,0.7751,398500.0,2990000.0,5646000.0,-20920.0,8.212,0.7172,-0.4471,5.876,21.22,47000.0,4311.0
2.376,-5,8,0.0,9.362,7.469,1453.0,1918.0,0.4832,0.7796,405300.0,2832000.0,5558000.0,-15710.0,8.257,0.6791,-0.4973,5.821,-44.8,40360.0,3678.0
2.475,-5,8,0.0,9.315,7.417,1635.0,1890.0,0.4813,0.7762,405100.0,2761000.0,5419000.0,-25170.0,8.274,0.609,-0.5438,5.636,-135.4,34430.0,2417.0
2.574,-5,8,0.0,9.343,7.448,2376.0,1878.0,0.485,0.7735,403000.0,2813000.0,5282000.0,-28510.0,8.266,0.5171,-0.5904,5.424,-277.1,29400.0,1383.0
2.673,-5,8,0.0,9.383,7.501,2880.0,1898.0,0.4908,0.7755,402100.0,2569000.0,5217000.0,-24390.0,8.246,0.4206,-0.6331,5.267,-330.0,23730.0,-428.6
2.772,-5,8,0.0,9.41,7.542,2413.0,1928.0,0.4958,0.7804,401400.0,1926000.0,5168000.0,-15970.0,8.212,0.3392,-0.6628,5.18,-254.2,18380.0,-1473.0
2.871,-5,8,0.0,9.415,7.593,1621.0,1933.0,0.4991,0.7864,399100.0,1220000.0,5081000.0,-7195.0,8.157,0.2845,-0.6801,5.165,-171.5,14980.0,223.3
2.97,-5,8,0.0,9.377,7.657,1382.0,1911.0,0.5,0.7945,395300.0,697700.0,4991000.0,-1828.0,8.076,0.2419,-0.6849,5.139,-111.3,12410.0,807.9
3.069,-5,8,0.0,9.332,7.732,1770.0,1886.0,0.4974,0.7992,387200.0,490000.0,4903000.0,-2800.0,7.969,0.1839,-0.6815,5.062,-113.9,9911.0,-1582.0
3.168,-5,8,0.0,9.335,7.811,2371.0,1879.0,0.4963,0.7982,377900.0,483600.0,4778000.0,-8190.0,7.878,0.05621,-0.675,4.914,-163.0,9043.0,-2303.0
3.267,-5,8,0.0,9.366,7.857,2621.0,1895.0,0.5,0.797,375700.0,401800.0,4660000.0,-9116.0,7.86,-0.09594,-0.6577,4.833,-156.3,9869.0,-962.1
3.366,-5,8,0.0,9.393,7.918,2279.0,1915.0,0.5035,0.801,374700.0,112500.0,4632000.0,-4390.0,7.83,-0.1959,-0.636,4.858,-77.12,10990.0,-1034.0
